gid,v1,v2,v3,v4,v5,v6,v7,v,v9,v10
7,2,8,4,5,4,8,9,7,10,4
7,11,3,3,5,4,1,6,9,2,6
7,3,8,4,4,4,8,9,6,9,4
7,10,5,4,6,3,0,6,10,3,5
7,3,8,4,4,4,9,9,6,10,4
7,3,8,4,5,5,9,9,6,10,4
7,4,9,4,5,5,9,10,6,10,4
7,10,3,4,5,3,1,6,10,2,5
7,5,3,9,3,3,1,3,6,6,1
7,3,8,4,5,5,9,8,7,10,4
7,3,8,4,5,5,9,9,6,10,4
7,9,4,3,6,4,0,6,10,2,7
7,3,8,3,4,5,8,9,7,9,4
7,3,10,3,5,4,8,8,7,9,5
7,10,3,3,6,4,1,6,10,2,6
7,11,3,4,6,3,0,6,9,2,6
7,4,9,4,5,5,8,10,6,10,4
7,3,8,5,5,5,8,9,7,10,3
7,3,9,4,4,4,9,8,7,10,4
7,10,3,4,6,3,1,6,10,3,6
7,2,9,4,5,5,8,9,7,10,3
7,3,9,4,4,5,9,9,7,10,4
7,3,8,4,5,4,8,8,7,10,3
7,10,4,3,7,3,1,5,10,2,6
7,10,3,3,6,4,1,6,10,2,6
7,10,4,3,6,4,1,6,10,2,7
7,3,8,3,4,5,8,9,6,10,4
7,2,9,4,4,5,9,9,6,10,4
7,3,8,3,5,5,8,9,7,11,4
7,10,4,3,5,4,1,6,10,3,5
7,3,9,3,4,4,8,9,7,11,4
7,10,3,4,6,3,2,6,10,2,6
7,3,9,4,4,4,8,9,6,10,3
7,3,8,4,6,4,8,9,6,10,3
7,10,3,4,6,3,1,6,10,2,7
7,3,9,4,3,5,8,10,6,10,4
7,3,9,3,4,5,9,8,6,10,4
7,3,10,4,4,4,8,9,6,9,5
7,5,3,9,2,3,2,3,6,5,2
7,4,9,4,5,4,9,9,6,10,3
7,3,9,4,4,4,8,9,6,10,4
7,3,9,3,4,5,8,8,7,10,4
7,3,9,4,4,5,8,8,6,9,4
7,3,9,4,5,3,7,9,7,10,3
7,3,9,4,5,5,9,9,7,10,4
7,10,3,4,6,4,0,6,9,2,5
7,9,3,4,6,3,0,6,10,3,6
7,3,8,4,5,3,8,9,6,10,4
7,3,9,4,4,5,9,9,7,10,4
7,3,8,5,4,5,8,9,6,10,4
7,4,3,10,3,3,2,2,6,6,1
7,3,8,4,4,5,9,9,7,10,3
7,10,3,3,6,4,1,6,9,2,6
7,3,8,5,4,4,8,9,7,9,5
7,3,9,4,5,5,8,9,6,10,5
7,10,4,4,6,3,2,7,9,2,6
7,10,4,3,6,4,0,7,10,2,5
7,9,4,4,5,3,0,6,9,3,6
7,3,9,4,4,5,9,9,7,10,4
7,3,9,5,4,4,8,8,7,10,4
7,11,3,3,6,3,1,6,9,3,6
7,3,8,5,4,5,9,9,7,10,4
7,4,9,4,5,6,8,9,6,10,3
7,2,8,4,5,4,8,9,6,9,4
7,3,8,4,4,5,9,9,6,9,3
7,2,9,3,4,5,8,9,7,10,3
7,10,3,3,6,3,0,5,10,2,6
7,2,8,5,4,4,8,9,6,10,3
7,2,9,3,5,5,9,8,7,10,4
7,3,8,4,5,4,8,9,6,10,5
7,3,8,4,5,5,8,9,7,9,3
7,4,2,10,2,4,2,3,6,6,2
7,3,8,3,4,4,8,8,7,10,4
7,3,8,4,5,5,8,9,7,9,4
7,3,9,5,4,4,9,10,7,10,4
7,9,4,3,6,3,0,7,10,2,6
7,3,8,3,4,5,9,9,6,10,4
7,2,9,4,4,4,8,9,6,10,4
7,3,8,4,4,4,8,9,6,10,4
7,3,9,4,3,5,9,8,7,9,3
8,10,4,3,6,4,0,6,10,2,7
8,10,3,3,6,4,0,5,10,2,6
8,9,3,3,6,3,0,6,9,2,6
8,9,3,3,6,4,0,6,10,2,6
8,4,9,4,5,5,8,8,7,10,4
8,5,3,10,2,3,2,2,7,7,1
8,10,3,4,6,3,1,6,9,3,5
8,10,3,4,6,4,2,5,10,2,5
8,10,2,4,5,3,1,6,10,3,6
8,4,8,4,5,5,8,9,7,10,5
8,5,3,10,1,4,2,3,6,6,2
8,10,3,4,6,3,1,6,10,2,6
8,3,9,4,5,4,8,9,7,10,4
8,9,4,3,5,4,1,5,10,2,6
8,10,3,3,6,4,0,6,9,3,6
8,3,9,4,5,4,8,9,6,10,3
8,9,3,5,5,4,1,6,10,3,6
8,3,9,4,4,5,8,9,7,9,4
8,3,9,4,5,5,9,9,7,10,4
8,3,8,3,6,5,8,8,6,10,5
8,3,9,2,4,5,9,9,8,10,4
8,3,9,4,4,4,8,10,7,10,3
8,3,9,4,4,4,9,9,7,10,4
8,10,4,4,5,3,2,6,10,2,6
8,3,9,4,5,4,9,10,6,10,5
8,10,4,3,5,3,0,6,10,2,6
8,3,8,5,4,4,7,9,7,10,4
8,3,8,5,5,4,8,9,6,10,4
8,2,9,5,4,5,9,9,6,10,4
8,10,3,3,5,3,1,6,9,2,7
8,3,8,4,5,4,9,9,7,10,3
8,3,9,4,4,4,7,9,6,10,4
8,2,9,3,4,5,8,9,7,10,4
8,3,8,4,4,4,8,8,7,9,4
8,10,4,3,5,4,1,5,9,3,6
8,3,9,4,4,4,8,9,6,10,4
8,4,9,4,4,4,7,9,7,10,4
8,2,8,4,4,5,8,9,7,9,4
8,10,5,3,7,3,1,6,10,2,7
8,2,8,3,5,4,8,9,6,10,4
8,3,9,4,5,4,8,9,7,9,4
8,3,8,4,4,5,8,8,7,10,4
8,3,8,4,4,4,9,9,7,10,4
8,3,9,4,5,5,9,9,7,10,4
8,10,3,4,6,3,1,5,9,2,7
8,10,3,3,6,3,1,6,10,2,6
8,3,9,5,4,4,9,9,6,10,3
8,3,9,4,4,5,8,9,6,9,4
8,5,3,10,2,4,2,3,7,5,2
8,9,3,4,5,3,1,6,10,3,6
8,10,3,4,6,5,1,6,11,2,6
8,4,9,4,5,5,8,9,6,10,4
8,9,3,3,5,4,0,6,9,2,6
8,10,3,3,5,3,1,6,10,2,7
8,8,3,4,6,4,0,6,10,1,7
8,3,9,4,4,5,8,9,6,9,4
8,9,4,3,6,3,0,6,10,3,5
8,9,3,3,6,3,0,5,10,3,6
8,3,9,5,4,5,8,9,6,9,4
8,3,9,5,5,5,8,9,7,10,4
8,3,9,4,5,5,8,9,6,10,3
8,10,4,3,6,3,0,6,10,2,6
8,3,8,4,5,5,8,8,6,11,3
8,3,8,5,5,4,8,9,7,10,4
8,3,8,3,5,4,8,10,7,11,4
8,10,3,4,6,3,1,6,9,2,6
8,3,9,4,4,5,9,9,7,9,4
8,3,9,4,4,5,9,10,7,10,4
8,4,9,4,4,5,9,10,7,10,3
8,9,4,4,6,4,1,6,10,3,6
8,3,8,4,4,5,9,9,7,10,4
8,3,8,4,5,5,7,8,7,11,4
8,11,3,4,5,3,0,6,9,2,6
8,9,3,4,6,3,1,5,10,2,6
8,10,4,4,6,3,1,7,11,2,7
8,10,4,3,5,4,2,6,9,2,6
8,9,3,3,5,4,0,6,10,2,6
8,3,8,4,5,5,7,10,7,10,3
8,3,8,4,5,4,9,9,6,10,4
8,10,3,3,6,4,1,6,10,3,6
8,4,9,4,4,5,8,9,7,10,4
8,3,9,4,4,4,9,9,6,10,4
8,3,10,4,5,5,9,9,7,10,5
8,5,3,11,2,3,2,3,6,6,2
8,3,8,5,5,5,8,9,6,9,4
8,10,4,4,5,4,1,6,10,3,6
8,10,3,3,6,4,1,5,9,3,6
8,10,3,5,5,3,0,6,10,2,6
8,3,9,4,4,5,7,9,7,9,4
8,3,9,4,4,5,8,9,6,9,3
8,3,9,4,4,5,8,10,6,10,3
8,3,8,3,4,4,8,9,7,10,5
8,9,2,4,5,4,1,6,10,3,6
8,4,9,3,5,4,9,9,6,9,4
8,10,3,4,5,4,1,6,10,4,6
8,10,4,4,6,3,1,6,9,2,6
8,3,9,3,5,4,8,9,7,10,4
8,10,3,3,5,3,1,5,10,2,6
8,10,4,4,6,3,1,6,9,3,6
8,3,9,5,5,5,9,9,7,9,4
8,9,4,3,6,3,1,5,10,3,6
8,3,9,5,5,5,8,9,7,10,4
8,10,4,3,5,3,0,6,9,2,6
9,10,4,3,6,3,1,6,10,2,6
9,3,8,4,5,5,9,8,7,10,3
9,3,9,4,5,5,8,8,8,10,4
9,4,8,4,4,5,7,9,7,10,4
9,10,4,4,6,3,1,6,10,2,6
9,3,9,4,4,5,9,9,8,9,4
9,2,8,3,4,5,9,9,7,10,4
9,10,4,2,6,4,0,6,9,2,6
9,3,8,5,5,5,8,9,7,10,3
9,3,9,4,5,5,9,9,6,10,3
9,3,8,4,5,4,8,9,6,10,4
9,3,9,4,4,4,8,9,7,10,4
9,9,4,4,6,3,1,6,9,3,6
9,10,4,3,6,3,1,6,9,3,6
9,10,4,4,6,4,1,5,10,2,7
9,3,7,4,4,4,9,9,6,11,4
9,3,8,4,5,4,8,9,6,11,4
9,3,8,4,4,5,8,9,7,11,4
9,10,3,4,6,4,1,6,10,2,5
9,10,3,4,5,3,1,5,10,3,6
9,3,8,3,4,5,8,9,6,10,4
9,10,3,3,5,4,1,5,10,3,6
9,3,8,4,4,5,8,9,6,10,4
9,4,9,4,4,5,8,9,7,11,4
9,9,3,3,6,3,0,5,10,2,6
9,3,9,4,4,4,9,9,6,9,4
9,2,9,4,5,5,9,9,7,10,4
9,10,3,4,5,3,0,6,10,2,6
9,3,9,4,4,5,8,9,7,10,3
9,10,4,4,5,3,0,6,10,3,6
9,2,8,4,4,5,8,9,7,10,3
9,3,8,4,5,4,8,8,7,10,4
9,9,3,4,6,4,1,6,10,3,5
9,3,9,5,5,5,9,9,7,9,3
9,2,9,4,4,6,8,8,6,10,4
9,3,9,3,5,4,8,9,7,10,4
9,2,9,4,4,4,7,8,7,10,4
9,2,8,4,4,5,8,10,6,11,4
9,3,8,4,4,5,8,9,7,11,4
9,10,3,3,6,3,1,6,10,2,7
9,5,3,9,3,3,2,3,6,6,1
9,2,9,4,5,5,9,10,7,10,3
9,10,3,3,5,3,1,5,9,2,7
9,3,9,4,4,5,9,9,7,10,4
9,10,3,3,6,3,1,6,9,2,6
9,3,8,5,4,5,9,9,7,10,4
9,3,8,4,4,5,8,9,6,10,4
9,3,8,4,4,5,8,9,7,10,4
9,3,8,3,4,5,9,9,6,10,4
9,4,8,4,4,5,9,10,6,10,4
9,5,4,10,2,3,1,3,6,6,2
9,10,4,4,6,4,1,6,10,3,6
9,9,4,4,6,4,0,5,10,2,6
9,10,4,4,5,3,0,6,10,3,6
9,4,3,10,2,4,3,3,7,6,2
9,9,4,3,6,4,0,6,10,2,7
9,3,8,4,5,4,8,9,6,10,3
9,2,9,4,5,4,8,9,7,10,3
9,9,4,4,5,4,1,6,9,3,7
9,3,8,4,5,4,7,9,6,10,4
9,10,3,4,5,4,2,5,10,2,6
9,5,3,10,2,3,2,2,6,6,2
9,10,4,4,5,3,0,6,10,2,6
9,3,9,4,4,5,8,8,7,10,3
9,3,9,3,5,5,9,9,6,10,3
9,3,8,3,4,4,9,9,6,10,4
9,3,9,4,4,5,9,9,7,10,4
9,9,4,3,6,3,1,6,11,2,6
9,4,8,4,4,5,8,9,7,9,5
9,10,4,3,6,3,1,7,9,2,6
9,10,4,3,5,3,1,6,10,4,6
9,4,9,4,5,4,8,9,6,9,4
9,3,9,4,4,5,9,9,6,11,4
9,3,8,4,5,4,8,9,6,10,4
9,3,9,4,4,4,9,8,6,10,4
9,2,8,4,4,4,9,9,8,10,4
9,3,9,5,5,5,8,8,6,10,4
9,3,9,4,5,4,9,9,6,10,3
9,4,9,4,5,4,8,10,7,10,4
9,3,9,4,4,4,9,9,6,9,3
9,10,3,3,6,4,1,5,10,3,6
9,10,3,3,5,3,1,6,9,3,6
9,10,3,4,6,4,0,6,11,2,6
9,3,9,4,4,5,8,8,7,10,4
9,9,3,3,6,4,1,6,11,2,5
9,3,9,4,4,5,9,9,7,10,4
9,3,9,4,5,5,8,9,7,10,4
9,11,3,3,5,3,0,6,10,2,7
9,10,3,5,5,4,1,6,9,2,7
9,4,8,3,4,5,8,9,7,9,4
9,3,8,3,4,4,9,9,6,10,3
9,3,8,4,4,4,8,10,7,9,4
9,10,4,4,6,3,1,6,10,3,6
9,3,9,4,5,5,8,9,6,10,4
9,3,9,4,3,5,8,9,6,11,4
9,3,9,5,5,4,8,9,7,11,5
9,3,8,5,4,5,8,9,7,10,4
9,10,4,3,6,4,0,6,10,2,6
9,9,3,3,6,4,1,6,10,3,6
9,3,9,4,5,4,7,9,7,10,5
10,5,3,10,2,4,2,3,6,6,1
10,5,3,10,2,3,2,2,6,5,2
10,10,3,4,5,5,1,6,10,3,6
10,4,3,9,2,3,3,3,7,6,3
10,10,3,4,6,3,1,6,10,2,6
10,5,3,10,2,3,2,3,6,6,2
10,6,3,10,2,3,2,2,6,5,2
10,4,3,10,2,3,1,2,8,5,1
10,10,4,4,6,3,0,6,9,3,6
10,4,4,9,2,3,2,3,6,5,2
10,10,4,4,5,4,1,6,10,2,6
10,9,3,3,5,3,1,6,10,3,6
10,5,3,10,2,3,2,3,6,6,2
10,5,4,9,2,3,2,3,6,6,2
10,4,9,5,5,5,9,9,7,9,4
10,10,3,4,7,3,0,6,10,2,6
10,4,3,10,2,2,2,2,7,4,1
10,4,3,10,1,3,3,2,6,6,2
10,5,4,10,2,3,2,3,7,5,2
10,5,3,10,2,3,2,3,5,5,2
10,4,3,9,2,4,2,3,6,5,3
10,5,3,9,2,3,2,3,6,6,2
10,3,9,4,5,4,8,9,7,10,4
10,9,3,3,6,3,1,6,9,3,6
10,10,4,4,6,4,1,5,9,3,6
10,10,3,4,5,3,1,6,9,3,6
10,5,3,10,2,3,2,2,6,6,1
10,5,4,9,2,3,2,3,6,5,2
10,6,3,10,3,4,1,3,6,6,1
10,10,3,3,5,3,1,6,10,2,5
10,4,3,10,2,4,3,2,6,5,2
10,9,3,3,6,3,1,7,10,3,6
10,4,3,10,2,4,2,3,6,6,1
10,10,3,3,6,4,1,6,10,2,7
10,4,3,11,3,3,2,1,6,6,1
10,4,3,10,2,3,2,3,6,6,2
10,4,3,9,1,3,2,3,6,5,3
10,5,4,9,2,3,2,3,6,6,3
10,5,4,9,1,4,3,4,7,6,3
10,10,4,5,5,4,1,6,10,2,6
10,5,3,10,2,4,2,2,5,6,2
10,9,4,3,6,4,0,6,10,2,5
10,9,3,4,5,4,0,6,10,2,6
10,5,4,10,2,4,2,3,6,6,1
10,5,4,9,2,3,1,2,6,5,1
10,5,3,10,1,3,2,3,6,6,2
10,5,3,9,2,3,3,2,7,5,2
10,4,3,10,2,3,2,3,6,5,2
10,5,4,10,2,3,2,2,6,5,1
10,10,4,3,6,4,2,5,10,3,6
10,10,3,4,6,4,1,6,10,3,6
10,4,3,9,2,3,2,2,6,5,2
10,3,9,4,4,5,7,8,6,10,3
10,10,4,3,6,3,1,6,10,2,7
10,10,3,3,6,4,1,6,10,2,7
10,4,3,9,2,3,4,2,5,6,2
10,5,3,10,2,3,3,3,6,6,2
10,10,4,4,6,4,0,6,10,3,6
10,4,3,10,1,4,2,3,7,5,2
10,5,3,10,2,3,3,2,7,6,2
10,5,4,9,2,3,2,3,6,6,2
10,5,3,10,2,3,2,2,6,5,2
10,10,3,4,5,3,1,6,10,2,6
10,5,4,10,2,4,3,3,6,5,1
10,4,4,9,1,3,1,3,6,5,2
10,5,3,9,2,4,2,2,6,6,1
10,10,3,4,5,3,1,6,9,2,6
10,6,4,10,2,4,2,2,6,6,1
10,10,3,3,6,3,1,6,10,3,7
10,5,3,11,2,3,2,3,6,5,2
10,10,3,4,5,3,1,6,10,3,7
10,5,3,10,2,3,3,2,6,5,2
10,5,4,10,3,3,3,2,6,6,2
10,10,4,3,6,3,0,6,10,2,5
10,10,4,3,6,4,1,5,10,4,6
10,4,4,10,2,3,2,4,5,5,1
10,5,3,10,2,3,2,3,6,5,3
10,5,4,10,2,4,2,2,7,6,2
10,10,4,4,5,4,1,7,10,3,6
10,5,4,9,2,3,3,2,6,6,2
10,4,2,10,2,4,2,3,7,6,1
10,4,3,11,2,3,3,3,6,4,2
10,4,4,10,3,4,2,3,6,6,2
10,5,3,10,2,3,2,2,7,5,1
10,4,3,10,2,3,2,2,5,6,1
10,5,3,9,2,3,2,3,6,6,2
10,10,4,4,6,4,1,6,10,3,6
10,3,9,5,4,4,8,9,7,9,4
10,5,4,10,2,3,3,3,6,6,1
10,5,3,10,2,3,2,2,7,6,2
10,4,3,10,2,4,2,3,6,6,1
11,3,9,4,5,5,9,9,7,10,4
11,10,4,4,6,4,1,6,10,3,6
11,2,8,5,4,4,8,10,6,10,4
11,2,9,4,4,5,9,9,6,10,3
11,3,9,4,4,5,8,9,7,10,4
11,9,3,4,6,4,0,6,10,3,5
11,3,9,4,4,5,8,9,7,10,4
11,9,4,3,5,3,1,6,9,3,6
11,10,3,4,5,3,2,5,10,3,6
11,3,8,4,3,5,7,10,6,10,4
11,3,8,5,5,5,8,9,7,10,3
11,4,9,4,5,4,7,9,7,10,4
11,10,4,4,5,4,0,6,10,3,5
11,2,8,4,4,5,8,9,6,9,4
11,2,7,4,3,4,8,9,7,10,3
11,3,8,4,5,5,8,10,6,10,4
11,9,4,4,6,4,0,7,10,2,6
11,2,9,5,5,5,8,9,7,10,4
11,3,9,4,3,4,8,8,7,10,4
11,3,9,4,5,5,8,9,6,9,4
11,10,3,3,5,4,0,6,9,3,6
11,2,8,4,5,4,8,10,7,10,4
11,3,9,3,4,5,8,9,6,8,4
11,4,3,9,1,4,3,3,6,6,3
11,10,4,3,6,4,0,6,10,3,6
11,10,4,3,6,3,1,6,10,2,7
11,3,8,4,4,4,8,10,7,10,4
11,11,4,3,6,4,2,6,10,4,6
11,10,4,4,6,3,-1,6,10,3,6
11,3,9,4,3,5,9,8,8,10,3
11,4,9,5,5,4,9,9,7,10,4
11,10,4,4,6,4,1,5,9,2,6
11,10,4,4,5,4,0,6,10,2,6
11,3,9,4,5,5,8,9,6,10,3
11,3,9,3,5,5,9,9,7,9,4
11,3,8,4,5,4,8,9,7,9,4
11,2,9,4,4,5,8,9,7,10,4
11,3,9,4,4,4,8,10,6,9,4
11,3,8,3,5,4,8,8,7,10,4
11,4,8,4,5,5,9,9,6,10,4
11,10,4,4,6,3,0,6,10,3,6
11,9,4,4,6,3,0,6,9,3,6
11,2,8,4,4,5,8,10,7,10,4
11,2,8,4,4,4,8,9,7,10,4
11,9,4,4,6,4,1,6,9,4,6
11,4,8,4,5,5,8,8,6,9,4
11,3,8,4,5,5,8,9,7,10,3
11,3,8,4,5,4,8,9,6,9,4
11,3,9,4,5,5,8,9,7,11,4
11,2,8,4,5,5,9,9,7,9,4
11,10,4,3,6,4,0,6,10,3,6
11,10,3,4,6,3,1,6,9,3,7
11,3,9,4,5,4,8,9,7,11,4
11,3,8,4,4,6,8,9,6,11,4
11,2,9,4,4,5,8,10,6,10,4
11,4,8,4,5,5,8,9,6,10,4
11,3,9,4,5,5,8,9,7,10,3
11,10,3,3,6,3,1,6,9,3,6
11,3,8,5,5,4,9,9,7,10,4
11,3,8,4,5,5,8,9,7,10,4
11,1,9,3,5,5,8,9,6,9,4
11,3,8,4,5,5,8,10,7,10,3
11,3,8,4,5,4,8,9,6,9,4
11,3,8,3,4,4,8,9,7,9,3
11,3,9,4,3,4,8,8,7,10,4
11,10,3,4,6,3,1,5,10,2,6
11,10,3,4,5,4,0,6,10,2,5
11,3,9,4,5,5,9,9,7,10,4
11,3,9,3,4,5,9,9,7,10,4
11,3,8,4,5,4,8,9,7,11,4
11,3,8,4,4,5,9,8,6,10,4
11,3,8,4,5,4,8,9,6,10,4
11,4,8,4,6,6,8,9,7,9,4
11,3,8,4,5,5,8,9,6,10,5
11,10,3,3,6,4,1,6,9,3,6
11,10,4,3,5,4,0,6,10,2,6
11,2,8,4,5,5,8,9,7,10,4
11,3,9,4,4,4,9,9,8,10,4
11,2,9,4,4,4,8,9,7,11,4
11,10,3,4,7,4,1,5,10,2,6
11,3,9,4,5,4,9,9,6,10,5
11,3,8,4,4,6,8,9,6,11,4
11,10,4,3,6,3,0,6,10,3,7
11,4,8,4,4,5,8,9,6,10,5
11,2,8,4,4,4,8,9,6,10,3
11,3,9,4,4,5,8,9,7,10,4
11,10,3,3,5,3,1,5,9,2,6
11,3,9,4,5,5,9,10,6,10,3
11,3,8,4,5,5,8,9,7,9,3
11,2,8,5,4,4,9,9,6,10,4
12,10,4,3,6,4,1,6,9,3,6
12,10,4,5,5,2,1,5,10,2,6
12,11,3,3,5,3,1,6,10,2,6
12,2,8,4,4,5,9,9,6,10,4
12,3,9,4,4,5,9,9,6,10,4
12,3,8,4,4,4,8,9,6,10,3
12,3,9,4,5,4,8,9,6,10,4
12,3,8,5,4,4,8,8,6,10,4
12,3,9,5,4,5,8,9,6,10,4
12,3,9,5,5,5,8,9,7,10,4
12,9,4,3,5,3,0,6,10,3,6
12,10,4,3,6,3,1,6,9,3,6
12,4,8,4,5,4,9,9,8,11,3
12,5,3,9,2,3,2,3,7,6,1
12,3,9,4,5,4,8,9,6,10,4
12,10,3,4,5,3,1,6,11,3,7
12,5,3,10,2,3,2,3,6,5,1
12,3,8,4,5,5,8,9,7,10,4
12,2,9,4,5,4,8,8,7,10,4
12,3,8,5,4,5,8,8,6,9,4
12,3,9,4,5,5,9,9,6,10,4
12,3,9,3,4,6,8,8,7,10,3
12,2,9,4,4,4,8,10,5,11,4
12,3,8,3,4,5,9,9,7,11,4
12,10,4,4,5,3,0,6,9,3,6
12,3,9,4,5,5,8,9,6,9,3
12,10,3,3,6,4,0,6,10,3,6
12,9,3,4,5,4,0,5,9,3,6
12,3,9,4,4,5,8,9,7,10,3
12,3,9,4,5,4,9,10,7,10,4
12,3,9,4,5,6,9,9,7,10,4
12,10,4,3,5,4,1,6,10,3,6
12,3,8,4,5,5,8,9,7,10,4
12,3,9,4,4,5,9,8,7,10,3
12,3,8,4,5,5,8,9,7,10,4
12,3,9,4,4,5,9,9,7,10,3
12,10,3,4,6,4,1,7,9,2,6
12,2,8,4,5,5,8,9,7,10,4
12,3,9,3,4,4,9,9,7,10,4
12,10,4,3,5,3,1,5,9,2,6
12,9,3,4,6,3,0,5,10,2,6
12,9,4,4,6,3,1,6,10,2,6
12,10,4,4,6,3,1,6,9,3,6
12,2,8,4,4,5,8,9,6,10,4
12,9,4,3,5,4,1,5,10,3,5
12,5,3,10,3,3,2,2,6,6,2
12,3,8,5,4,5,8,10,7,10,3
12,3,9,4,5,5,9,8,7,10,4
12,10,4,4,5,3,1,6,9,2,5
12,10,3,3,6,3,1,6,10,2,6
12,11,3,4,5,4,1,6,10,2,6
12,10,4,4,6,4,0,5,10,3,6
12,9,3,3,5,4,1,6,11,1,6
12,4,8,5,4,5,9,9,7,9,4
12,4,8,4,4,5,8,9,7,10,4
12,2,10,3,4,5,8,9,7,10,3
12,10,4,4,6,3,1,6,10,3,6
12,2,9,4,4,4,8,9,7,11,4
12,9,4,3,6,3,1,6,10,3,6
12,3,9,4,5,4,8,10,7,10,4
12,3,9,4,5,5,9,9,7,10,4
12,3,8,4,4,4,8,9,7,10,4
12,3,8,4,4,6,9,9,7,9,4
12,2,9,4,5,5,8,9,7,10,3
12,3,9,3,5,5,8,9,6,9,4
12,3,8,4,4,4,7,9,6,9,4
12,3,7,4,5,4,8,9,6,10,4
12,3,9,4,5,4,8,9,7,10,4
12,3,8,3,4,5,8,9,7,10,4
12,3,9,4,4,4,8,9,6,10,4
12,3,9,4,4,5,8,10,6,10,4
12,10,4,4,5,4,1,6,9,2,6
12,3,8,4,5,4,8,9,6,10,3
12,4,3,10,3,4,2,3,6,5,2
12,3,8,4,5,5,9,9,6,10,3
12,9,4,4,6,4,1,6,10,3,6
12,4,9,4,5,5,8,9,7,10,4
12,2,9,4,4,5,9,9,7,11,4
12,9,4,3,6,4,0,6,9,3,6
12,3,9,5,4,4,8,8,7,9,4
12,4,9,4,5,4,9,9,7,11,4
12,10,3,5,6,2,2,6,9,2,6
12,3,9,4,4,3,8,9,7,10,4
12,3,8,4,5,5,8,9,7,10,3
12,9,4,3,6,4,1,7,10,2,7
12,2,9,5,5,4,8,8,7,10,4
12,10,3,4,5,4,1,5,10,3,6
12,3,8,4,5,5,8,9,6,10,3
12,10,3,3,6,3,0,6,9,2,5
12,4,3,10,2,3,2,2,5,6,1
12,3,8,4,4,5,9,9,7,10,4
12,3,9,4,4,5,8,10,7,9,4
12,3,9,4,4,4,8,8,6,10,3
12,3,9,4,4,5,8,8,6,10,4
12,10,4,3,5,4,1,6,10,3,5
12,10,4,4,6,3,1,6,10,3,6
12,2,9,5,4,5,8,8,6,11,5
12,3,9,4,4,5,8,9,6,10,4
12,10,4,4,6,3,0,6,10,3,6
12,9,4,2,6,4,1,6,10,3,6
12,2,8,4,5,5,8,9,6,10,4
12,3,9,4,5,4,8,9,6,10,3
12,3,10,4,5,4,8,9,6,10,5
12,3,8,4,4,4,7,10,6,10,4
12,11,3,3,6,3,1,7,9,2,6
12,10,3,5,5,3,0,6,10,2,6
12,3,8,4,4,4,8,9,7,10,4
12,3,9,4,4,4,8,9,6,10,4
12,3,9,3,5,6,8,9,7,11,4
13,5,4,10,3,2,3,2,6,6,2
13,5,4,10,1,4,2,3,6,6,2
13,4,3,10,2,4,2,3,5,6,2
13,5,3,9,2,4,2,2,6,5,2
13,10,4,3,6,4,1,7,10,2,6
13,5,3,10,2,4,2,3,5,6,2
13,10,4,4,6,4,0,6,9,2,6
13,10,4,4,5,3,0,5,10,2,6
13,4,4,10,2,3,2,3,6,6,1
13,9,3,4,6,4,1,6,11,2,5
13,5,3,10,2,4,3,2,7,6,2
13,5,3,9,2,3,2,2,7,5,2
13,4,3,10,1,3,3,3,6,6,2
13,5,4,9,2,3,3,3,7,6,2
13,5,2,10,2,3,2,2,6,6,2
13,5,4,10,1,3,2,4,7,5,2
13,10,3,4,5,4,0,5,10,1,6
13,9,3,4,6,4,1,6,10,3,6
13,4,3,9,2,3,2,3,6,6,2
13,4,4,9,2,2,3,2,6,5,2
13,4,4,9,3,3,1,3,6,6,2
13,3,8,4,6,4,8,9,7,10,3
13,5,2,9,1,3,3,2,6,6,1
13,10,4,3,6,4,1,6,10,2,6
13,10,3,4,5,4,0,5,9,3,7
13,5,3,9,1,4,3,3,6,6,2
13,4,2,10,2,3,2,2,6,6,1
13,4,3,9,2,3,2,2,6,6,2
13,10,3,4,5,3,1,5,9,3,6
13,5,3,10,2,3,2,3,6,6,2
13,9,3,4,6,4,0,6,11,3,6
13,5,3,10,2,4,2,3,6,6,2
13,5,3,9,1,3,2,2,6,6,2
13,10,4,3,6,4,1,6,11,2,6
13,6,4,10,2,3,2,2,6,5,2
13,5,3,9,2,3,2,2,6,6,1
13,9,3,3,5,3,1,5,10,2,6
13,4,3,9,2,3,2,2,6,6,1
13,9,4,3,5,3,1,5,9,3,6
13,10,3,3,6,3,1,6,10,3,6
13,4,3,9,3,3,2,3,6,6,2
13,5,3,9,1,4,1,3,6,6,2
13,4,3,10,1,3,2,3,5,6,1
13,4,4,10,2,4,3,2,5,5,2
13,5,3,10,2,2,2,3,7,6,2
13,4,3,10,2,3,2,4,6,6,2
13,5,3,10,2,5,3,2,6,6,2
13,10,3,3,5,4,1,7,9,2,6
13,11,4,3,6,3,1,6,10,2,5
13,5,4,11,2,3,3,3,6,5,2
13,10,3,4,6,3,1,6,11,3,6
13,5,3,9,2,3,2,2,6,5,2
13,10,4,4,6,3,1,6,10,2,6
13,9,4,3,6,3,1,6,9,3,7
13,5,3,10,2,3,2,3,6,5,2
13,4,2,10,2,4,2,2,6,5,1
13,5,2,9,2,3,2,3,6,6,2
13,4,3,10,3,3,3,3,6,6,2
13,5,4,10,1,3,2,2,6,6,2
13,5,4,10,2,3,2,3,6,6,2
13,4,4,10,2,3,3,3,6,5,2
